timestamp,open,high,low,close,adjusted_close,volume,dividend,split_coeffficient
2024-01-09,nan,nan,nan,nan,nan,nan,0,1
2024-01-08,8.600000381469727,9.35200023651123,8.420000076293945,8.800000190734863,8.800000190734863,12360.0,0,1
2024-01-05,7.848000049591064,9.333999633789062,7.802000045776367,8.494000434875488,8.494000434875488,10065.0,0,1
2024-01-04,8.663999557495117,8.838000297546387,7.619999885559082,8.399999618530273,8.399999618530273,4645.0,0,1
2024-01-03,8.800000190734863,8.800000190734863,7.564000129699707,8.307999610900879,8.307999610900879,2809.0,0,1
2024-01-02,8.600000381469727,8.838000297546387,8.0,8.25,8.25,4726.0,0,1
2023-12-29,7.15399980545044,8.399999618530273,7.15399980545044,8.25,8.25,12941.0,0,1
2023-12-28,7.0,7.0,6.400000095367432,6.599999904632568,6.599999904632568,3678.0,0,1
2023-12-27,5.486000061035156,6.599999904632568,5.486000061035156,6.521999835968018,6.521999835968018,4355.0,0,1
2023-12-26,5.400000095367432,5.800000190734863,5.28000020980835,5.402200222015381,5.402200222015381,4099.0,0,1
2023-12-22,5.199999809265137,5.599999904632568,5.199999809265137,5.579999923706055,5.579999923706055,1625.0,0,1
2023-12-21,5.561999797821045,5.599999904632568,5.0,5.159999847412109,5.159999847412109,2646.0,0,1
2023-12-20,5.699999809265137,5.699999809265137,5.199999809265137,5.202000141143799,5.202000141143799,2262.0,0,1
2023-12-19,5.2820000648498535,5.5,5.199999809265137,5.369999885559082,5.369999885559082,1369.0,0,1
2023-12-18,5.5,5.5,5.2220001220703125,5.401999950408936,5.401999950408936,1181.0,0,1
2023-12-15,5.6579999923706055,6.0,5.211999893188477,5.498000144958496,5.498000144958496,3780.0,0,1
2023-12-14,5.585999965667725,5.593999862670898,5.199999809265137,5.2118000984191895,5.2118000984191895,2820.0,0,1
2023-12-13,5.435999870300293,5.800000190734863,5.320000171661377,5.599999904632568,5.599999904632568,1751.0,0,1
2023-12-12,5.757999897003174,5.757999897003174,5.168000221252441,5.177999973297119,5.177999973297119,1229.0,0,1
2023-12-11,5.400000095367432,6.0,5.400000095367432,5.5,5.5,1807.0,0,1
2023-12-08,6.079999923706055,6.179999828338623,5.354000091552734,5.507999897003174,5.507999897003174,3478.0,0,1
2023-12-07,6.260000228881836,6.572000026702881,5.750199794769287,5.980000019073486,5.980000019073486,2063.0,0,1
2023-12-06,6.599999904632568,6.599999904632568,6.199999809265137,6.3979997634887695,6.3979997634887695,1858.0,0,1
2023-12-05,6.800000190734863,7.0,6.599999904632568,6.599999904632568,6.599999904632568,618.0,0,1
2023-12-04,6.400000095367432,7.0,6.21999979019165,6.800000190734863,6.800000190734863,2027.0,0,1
2023-12-01,7.0,7.0,6.5,6.829999923706055,6.829999923706055,815.0,0,1
2023-11-30,6.800000190734863,7.0,6.800000190734863,6.803999900817871,6.803999900817871,187.0,0,1
2023-11-29,6.800000190734863,7.199999809265137,6.642000198364258,6.644000053405762,6.644000053405762,1744.0,0,1
2023-11-28,6.800000190734863,6.900000095367432,6.800000190734863,6.802999973297119,6.802999973297119,515.0,0,1
2023-11-27,6.99399995803833,7.342000007629394,6.800000190734863,6.800000190734863,6.800000190734863,739.0,0,1
2023-11-24,7.0,7.619999885559082,7.0,7.369999885559082,7.369999885559082,645.0,0,1
2023-11-22,7.570000171661377,7.570000171661377,6.622000217437744,7.443999767303467,7.443999767303467,455.0,0,1
2023-11-21,7.0879998207092285,7.538000106811523,6.589000225067139,7.210000038146973,7.210000038146973,442.0,0,1
2023-11-20,7.0,7.5,6.199999809265137,7.199999809265137,7.199999809265137,6045.0,0,1
2023-11-17,7.0,7.460000038146973,6.800000190734863,6.800000190734863,6.800000190734863,285.0,0,1
2023-11-16,7.400000095367432,7.800000190734863,6.800000190734863,7.48799991607666,7.48799991607666,3385.0,0,1
2023-11-15,7.909999847412109,7.909999847412109,7.400000095367432,7.510000228881836,7.510000228881836,504.0,0,1
2023-11-14,7.434000015258789,8.0,7.400000095367432,8.0,8.0,1159.0,0,1
2023-11-13,8.0,8.338000297546387,7.3979997634887695,7.800000190734863,7.800000190734863,680.0,0,1
2023-11-10,8.279999732971191,8.394000053405762,7.400000095367432,8.394000053405762,8.394000053405762,241.0,0,1
2023-11-09,7.599999904632568,8.864999771118164,7.599999904632568,8.199999809265137,8.199999809265137,1046.0,0,1
2023-11-08,8.600000381469727,8.600000381469727,7.639999866485596,7.639999866485596,7.639999866485596,1355.0,0,1
2023-11-07,8.600199699401855,9.399999618530272,8.21399974822998,8.220000267028809,8.220000267028809,567.0,0,1
2023-11-06,9.734000205993652,9.89799976348877,8.600000381469727,8.600000381469727,8.600000381469727,431.0,0,1
2023-11-03,8.881999969482422,9.522000312805176,8.185999870300293,8.454000473022461,8.454000473022461,345.0,0,1
2023-11-02,8.699999809265137,9.0,8.5,8.600000381469727,8.600000381469727,150.0,0,1
2023-11-01,7.513999938964844,9.399999618530272,7.199999809265137,8.600000381469727,8.600000381469727,1034.0,0,1
2023-10-31,8.0,8.994000434875488,7.400000095367432,8.010000228881836,8.010000228881836,1417.0,0,1
2023-10-30,8.399999618530273,9.0,8.199999809265137,8.67199993133545,8.67199993133545,1233.0,0,1
2023-10-27,8.600000381469727,10.0,8.20199966430664,8.411999702453613,8.411999702453613,1323.0,0,1
2023-10-26,8.800000190734863,9.79800033569336,8.199999809265137,8.714200019836426,8.714200019836426,1217.0,0,1
2023-10-25,7.053999900817871,10.199999809265137,6.9720001220703125,8.4399995803833,8.4399995803833,10760.0,0,1
2023-10-24,6.800000190734863,11.399999618530272,6.294000148773193,7.401999950408935,7.401999950408935,37198.0,0,1
2023-10-23,7.3979997634887695,7.765999794006348,6.254000186920166,6.800000190734863,6.800000190734863,5880.0,0,1
2023-10-20,8.979999542236328,9.100000381469728,7.202000141143799,7.616000175476074,7.616000175476074,2429.0,0,1
2023-10-19,9.97599983215332,9.998000144958496,8.399999618530273,8.399999618530273,8.399999618530273,616.0,0,1
2023-10-18,9.199999809265137,9.734000205993652,9.0,9.501999855041504,9.501999855041504,792.0,0,1
2023-10-17,8.0,10.199999809265137,8.0,9.303999900817873,9.303999900817873,1921.0,0,1
2023-10-16,9.550000190734863,10.0,8.836000442504883,8.836000442504883,8.836000442504883,1119.0,0,1
2023-10-13,8.800000190734863,9.838000297546388,8.649999618530273,9.199999809265137,9.199999809265137,1069.0,0,1
2023-10-12,9.0,9.39799976348877,8.802000045776367,8.805999755859375,8.805999755859375,107.0,0,1
2023-10-11,8.732000350952148,9.199999809265137,8.60200023651123,8.800000190734863,8.800000190734863,534.0,0,1
2023-10-10,8.600000381469727,9.199999809265137,7.656000137329102,8.998000144958496,8.998000144958496,2075.0,0,1
2023-10-09,9.229999542236328,9.380000114440918,8.60200023651123,8.60200023651123,8.60200023651123,552.0,0,1
2023-10-06,9.640000343322754,9.640000343322754,8.600000381469727,8.60200023651123,8.60200023651123,274.0,0,1
2023-10-05,9.293999671936035,9.838000297546388,9.0,9.0,9.0,512.0,0,1
2023-10-04,9.479999542236328,9.479999542236328,8.800000190734863,9.31999969482422,9.31999969482422,661.0,0,1
2023-10-03,8.800000190734863,9.449999809265137,8.600000381469727,9.095999717712402,9.095999717712402,1295.0,0,1
2023-10-02,9.279999732971191,9.461999893188477,8.805999755859375,9.15999984741211,9.15999984741211,1167.0,0,1
2023-09-29,9.050000190734863,9.501999855041504,9.050000190734863,9.479999542236328,9.479999542236328,140.0,0,1
2023-09-28,10.0,10.0,9.473999977111816,9.473999977111816,9.473999977111816,127.0,0,1
2023-09-27,9.21399974822998,9.5,9.001999855041504,9.02400016784668,9.02400016784668,1102.0,0,1
2023-09-26,9.0,10.0,9.0,10.0,10.0,970.0,0,1
2023-09-25,9.11400032043457,10.0,9.0,9.289999961853027,9.289999961853027,2343.0,0,1
2023-09-22,9.039999961853027,9.845000267028809,9.039999961853027,9.661999702453612,9.661999702453612,354.0,0,1
2023-09-21,9.199999809265137,10.184000015258787,9.149999618530272,9.15999984741211,9.15999984741211,1522.0,0,1
2023-09-20,9.600000381469728,10.199999809265137,9.253999710083008,9.399999618530272,9.399999618530272,578.0,0,1
2023-09-19,9.300000190734863,10.399999618530272,9.227999687194824,9.694000244140623,9.694000244140623,386.0,0,1
2023-09-18,9.15999984741211,10.39799976348877,9.15999984741211,10.39799976348877,10.39799976348877,902.0,0,1
2023-09-15,9.989999771118164,10.08199977874756,9.20400047302246,10.079999923706056,10.079999923706056,2797.0,0,1
2023-09-14,9.152000427246094,10.0,9.152000427246094,9.640000343322754,9.640000343322754,1572.0,0,1
2023-09-13,9.149999618530272,9.932000160217283,9.149999618530272,9.220000267028809,9.220000267028809,375.0,0,1
2023-09-12,9.220000267028809,9.640000343322754,9.145999908447266,9.640000343322754,9.640000343322754,813.0,0,1
2023-09-11,9.800000190734863,9.800000190734863,9.0,9.449999809265137,9.449999809265137,2619.0,0,1
2023-09-08,9.244000434875488,9.932000160217283,9.244000434875488,9.800000190734863,9.800000190734863,338.0,0,1
2023-09-07,9.0,10.359999656677246,9.0,10.279999732971191,10.279999732971191,846.0,0,1
2023-09-06,9.0,9.899999618530272,9.0,9.529999732971191,9.529999732971191,472.0,0,1
2023-09-05,9.979999542236328,10.0,9.0,9.449999809265137,9.449999809265137,1596.0,0,1
2023-09-01,10.399999618530272,10.399999618530272,9.60200023651123,9.60200023651123,9.60200023651123,900.0,0,1
2023-08-31,9.779999732971191,11.0,9.640000343322754,10.260000228881836,10.260000228881836,1461.0,0,1
2023-08-30,9.619999885559082,10.0,9.600000381469728,9.979999542236328,9.979999542236328,873.0,0,1
2023-08-29,9.991999626159668,10.0,9.60319995880127,9.60319995880127,9.60319995880127,384.0,0,1
2023-08-28,10.11400032043457,11.095999717712402,9.609999656677246,9.75,9.75,1215.0,0,1
2023-08-25,10.520000457763672,11.140000343322754,10.394000053405762,11.0,11.0,643.0,0,1
2023-08-24,9.800000190734863,10.199999809265137,9.600000381469728,10.18000030517578,10.18000030517578,509.0,0,1
2023-08-23,10.223999977111816,10.345999717712402,9.68000030517578,9.85200023651123,9.85200023651123,439.0,0,1
2023-08-22,9.928000450134276,10.465999603271484,9.600000381469728,10.302000045776367,10.302000045776367,1254.0,0,1
2023-08-21,10.520000457763672,10.520000457763672,9.800000190734863,10.399999618530272,10.399999618530272,1215.0,0,1
2023-08-18,9.946000099182127,10.600000381469728,9.199999809265137,10.020000457763672,10.020000457763672,3835.0,0,1
2023-08-17,10.300000190734863,10.600000381469728,9.800000190734863,9.946000099182127,9.946000099182127,1372.0,0,1
2023-08-16,10.760000228881836,10.760000228881836,8.5600004196167,10.399999618530272,10.399999618530272,7128.0,0,1
2023-08-15,11.140000343322754,11.140000343322754,10.345999717712402,10.760000228881836,10.760000228881836,600.0,0,1
2023-08-14,10.663999557495115,10.866000175476074,10.345999717712402,10.347999572753906,10.347999572753906,269.0,0,1
2023-08-11,10.935999870300291,11.0,10.31999969482422,10.491999626159668,10.491999626159668,753.0,0,1
2023-08-10,10.444000244140623,11.199999809265137,10.399999618530272,10.416000366210938,10.416000366210938,930.0,0,1
2023-08-09,11.25,11.25,10.399999618530272,10.420000076293944,10.420000076293944,1020.0,0,1
2023-08-08,11.009599685668944,11.685999870300291,11.0,11.0,11.0,871.0,0,1
2023-08-07,11.19200038909912,11.805999755859377,11.19200038909912,11.239999771118164,11.239999771118164,988.0,0,1
2023-08-04,11.071999549865724,11.928000450134276,11.071999549865724,11.539999961853027,11.539999961853027,520.0,0,1
2023-08-03,11.904000282287598,11.998000144958496,11.434000015258787,11.534000396728516,11.534000396728516,1283.0,0,1
2023-08-02,12.107999801635742,12.17199993133545,11.722000122070312,11.755999565124512,11.755999565124512,864.0,0,1
2023-08-01,12.092000007629396,12.871999740600586,11.699999809265137,11.720000267028809,11.720000267028809,2157.0,0,1
2023-07-31,11.145999908447266,13.0,10.982000350952148,12.260000228881836,12.260000228881836,4169.0,0,1
2023-07-28,10.300000190734863,12.199999809265137,10.300000190734863,11.489999771118164,11.489999771118164,16032.0,0,1
2023-07-27,11.800000190734863,13.968000411987305,11.0,11.800000190734863,11.800000190734863,176641.0,0,1
2023-07-26,10.399999618530272,10.5600004196167,10.300000190734863,10.436200141906738,10.436200141906738,1287.0,0,1
2023-07-25,10.100000381469728,10.600000381469728,10.100000381469728,10.369999885559082,10.369999885559082,1440.0,0,1
2023-07-24,11.0,11.0,10.20400047302246,10.362000465393066,10.362000465393066,1255.0,0,1
2023-07-21,10.609999656677246,11.0,10.605999946594238,10.720000267028809,10.720000267028809,2507.0,0,1
2023-07-20,11.199999809265137,11.399999618530272,10.61299991607666,11.0,11.0,1807.0,0,1
2023-07-19,11.59000015258789,11.59000015258789,11.0600004196167,11.368399620056152,11.368399620056152,2718.0,0,1
2023-07-18,11.588000297546388,11.95400047302246,11.0,11.59000015258789,11.59000015258789,2109.0,0,1
2023-07-17,12.239999771118164,12.300000190734863,11.800000190734863,12.218000411987305,12.218000411987305,2442.0,0,1
2023-07-14,12.800000190734863,12.800000190734863,12.0,12.779999732971191,12.779999732971191,1312.0,0,1
2023-07-13,13.0,13.0,12.300200462341309,12.973999977111816,12.973999977111816,741.0,0,1
2023-07-12,13.020000457763672,13.199999809265137,12.600000381469728,12.994000434875488,12.994000434875488,1982.0,0,1
2023-07-11,13.170000076293944,13.600000381469728,12.609999656677246,13.18000030517578,13.18000030517578,1993.0,0,1
2023-07-10,11.800000190734863,13.100000381469728,11.800000190734863,12.98799991607666,12.98799991607666,2092.0,0,1
2023-07-07,12.199999809265137,12.399999618530272,12.001999855041504,12.300000190734863,12.300000190734863,795.0,0,1
2023-07-06,12.399999618530272,12.399999618530272,11.800000190734863,12.039999961853027,12.039999961853027,2396.0,0,1
2023-07-05,12.800000190734863,13.51200008392334,12.600000381469728,13.199999809265137,13.199999809265137,2478.0,0,1
2023-07-03,13.56999969482422,13.597999572753906,12.911999702453612,13.109999656677246,13.109999656677246,1906.0,0,1
2023-06-30,13.079999923706056,13.399999618530272,12.595999717712402,12.923999786376951,12.923999786376951,2996.0,0,1
2023-06-29,13.236000061035156,13.236000061035156,12.699999809265137,13.0,13.0,1418.0,0,1
2023-06-28,13.5,13.553999900817873,12.640000343322754,13.315999984741213,13.315999984741213,1113.0,0,1
2023-06-27,12.800000190734863,13.399999618530272,12.44200038909912,12.998000144958496,12.998000144958496,882.0,0,1
2023-06-26,13.0,14.5600004196167,12.0,13.07800006866455,13.07800006866455,2607.0,0,1
2023-06-23,15.0,15.29800033569336,12.600000381469728,12.996000289916992,12.996000289916992,2572.0,0,1
2023-06-22,15.600000381469728,15.600000381469728,14.644000053405762,14.982000350952148,14.982000350952148,654.0,0,1
2023-06-21,16.59000015258789,16.59000015258789,14.607999801635742,14.949999809265137,14.949999809265137,2246.0,0,1
2023-06-20,15.0,15.800000190734863,15.0,15.199999809265137,15.199999809265137,346.0,0,1
2023-06-16,15.197999954223633,15.998000144958496,15.0,15.0,15.0,2689.0,0,1
2023-06-15,14.600000381469728,15.399999618530272,14.600000381469728,15.0,15.0,347.0,0,1
2023-06-14,15.199999809265137,15.399999618530272,14.85200023651123,15.020000457763672,15.020000457763672,577.0,0,1
2023-06-13,15.199999809265137,15.399999618530272,14.399999618530272,14.93000030517578,14.93000030517578,451.0,0,1
2023-06-12,15.354000091552734,15.4399995803833,15.0,15.399999618530272,15.399999618530272,260.0,0,1
2023-06-09,15.039999961853027,15.520000457763672,15.039999961853027,15.199999809265137,15.199999809265137,826.0,0,1
2023-06-08,15.5,15.520000457763672,15.10200023651123,15.520000457763672,15.520000457763672,523.0,0,1
2023-06-07,15.5,15.5,15.199999809265137,15.5,15.5,386.0,0,1
2023-06-06,15.199999809265137,15.5,15.0,15.5,15.5,774.0,0,1
2023-06-05,15.112000465393066,15.460000038146973,15.0,15.458000183105469,15.458000183105469,471.0,0,1
2023-06-02,15.5,15.5,14.619999885559082,15.4399995803833,15.4399995803833,687.0,0,1
2023-06-01,15.520000457763672,15.520000457763672,15.0,15.520000457763672,15.520000457763672,557.0,0,1
2023-05-31,14.399999618530272,15.552000045776367,14.399999618530272,15.279999732971191,15.279999732971191,631.0,0,1
2023-05-30,15.0,15.460000038146973,15.0,15.460000038146973,15.460000038146973,379.0,0,1
2023-05-26,15.34000015258789,15.460000038146973,15.0,15.0,15.0,1018.0,0,1
2023-05-25,15.199999809265137,15.29800033569336,15.0,15.0,15.0,889.0,0,1
2023-05-24,15.199999809265137,15.800000190734863,15.199999809265137,15.479999542236328,15.479999542236328,398.0,0,1
2023-05-23,16.200000762939453,16.5939998626709,15.5,15.5,15.5,1515.0,0,1
2023-05-22,16.399999618530273,16.600000381469727,16.100000381469727,16.100000381469727,16.100000381469727,555.0,0,1
2023-05-19,15.800000190734863,16.399999618530273,15.399999618530272,16.38800048828125,16.38800048828125,2386.0,0,1
2023-05-18,15.727999687194824,15.800000190734863,15.501999855041504,15.751999855041504,15.751999855041504,199.0,0,1
2023-05-17,15.649999618530272,15.800000190734863,15.041999816894531,15.800000190734863,15.800000190734863,736.0,0,1
2023-05-16,15.539999961853027,15.539999961853027,15.0,15.539999961853027,15.539999961853027,498.0,0,1
2023-05-15,15.522000312805176,15.800000190734863,15.10200023651123,15.10200023651123,15.10200023651123,679.0,0,1
2023-05-12,14.800000190734863,15.79800033569336,14.800000190734863,15.753999710083008,15.753999710083008,448.0,0,1
2023-05-11,15.399999618530272,15.79800033569336,15.136199951171877,15.302000045776367,15.302000045776367,227.0,0,1
2023-05-10,15.597999572753906,15.68000030517578,15.20199966430664,15.600000381469728,15.600000381469728,1030.0,0,1
2023-05-09,15.449999809265137,15.479999542236328,15.0,15.43120002746582,15.43120002746582,863.0,0,1
